,CustomerID,City,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Churn Label,Churn Score,CLTV,Churn Reason,has_internet
6276,1472-TNCWL,El Sobrante,Male,No,No,Yes,36,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.7,No,76,4671,,Yes
6277,2080-GKCWQ,San Pablo,Male,No,No,No,2,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,74.95,No,76,3969,,Yes
6278,2193-SFWQW,San Rafael,Male,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),111.95,No,25,4004,,Yes
6279,5656-JAMLX,Greenbrae,Male,No,No,No,62,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.85,No,45,4278,,No
6280,3462-BJQQA,Belvedere Tiburon,Female,No,No,No,6,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,89.75,No,63,2370,,Yes
6281,0442-TDYUO,Bodega,Male,No,Yes,No,48,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,20.05,No,28,2964,,No
6282,6733-LRIZX,Bodega Bay,Male,No,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,108.95,No,32,5903,,Yes
6283,9503-XJUME,Bolinas,Male,No,No,Yes,52,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.65,No,34,4279,,No
6284,4367-NHWMM,Corte Madera,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,24.9,No,61,5318,,Yes
6285,3779-OSWCF,Dillon Beach,Female,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),93.2,No,69,4493,,Yes
6286,6736-DHUQI,Fairfax,Female,No,Yes,Yes,67,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),84.8,No,66,6072,,Yes
6287,3915-ODIYG,Cotati,Male,Yes,No,No,60,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,71.75,No,71,4964,,Yes
6288,1360-RCYRT,Forest Knolls,Male,No,Yes,Yes,23,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),30.35,No,62,4960,,Yes
6289,2724-FJDYW,Inverness,Male,No,No,Yes,39,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),54.85,No,72,3884,,Yes
6290,4451-RWASJ,Lagunitas,Male,No,Yes,Yes,15,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,19.5,No,59,5471,,No
6291,3460-TJBWI,Marshall,Male,No,Yes,Yes,24,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,24.2,No,46,5865,,No
6292,5917-HBSDW,Mill Valley,Female,No,Yes,Yes,37,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Electronic check,19.35,No,31,2360,,No
6293,5671-UUNXD,Nicasio,Female,Yes,Yes,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,100.65,No,40,5791,,Yes
6294,0956-ACVZC,Novato,Female,No,No,No,54,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),94.1,No,70,4084,,Yes
6295,2325-NBPZG,Novato,Female,No,No,No,3,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,74.55,No,58,5125,,Yes
6296,4482-FTFFX,Penngrove,Male,No,No,No,5,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,56.15,No,78,5232,,Yes
6297,8859-DZTGQ,Petaluma,Male,No,No,No,33,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.35,No,71,2507,,No
6298,0440-MOGPM,Petaluma,Female,No,No,No,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,80.55,No,29,4176,,Yes
6299,0020-JDNXP,Point Reyes Station,Female,No,Yes,Yes,34,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,No,Mailed check,61.25,No,37,3607,,Yes
6300,3752-CQSJI,San Anselmo,Female,No,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,20.45,No,25,5417,,No
6301,5025-GOOKI,San Geronimo,Female,No,No,No,20,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),18.9,No,51,4277,,No
6302,4698-KVLLG,San Quentin,Female,Yes,No,No,51,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),19.6,No,68,4224,,No
6303,2887-JPYLU,Stinson Beach,Female,No,No,Yes,41,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),45.2,No,42,4418,,Yes
6304,4770-QAZXN,Tomales,Female,No,No,No,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.45,No,54,2783,,No
6305,4896-CPRPF,Valley Ford,Male,No,Yes,Yes,35,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),25.45,No,36,4873,,No
6306,9714-EDSUC,Alviso,Male,No,No,No,4,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,94.9,No,22,3094,,Yes
6307,0282-NVSJS,Aromas,Female,Yes,Yes,Yes,12,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,29.3,No,75,3353,,Yes
6308,7353-YOWFP,Brookdale,Female,No,No,No,7,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,20.25,No,54,4208,,No
6309,8008-ESFLK,Capitola,Female,No,Yes,No,53,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Electronic check,110.5,No,59,4135,,Yes
6310,7537-CBQUZ,Castroville,Male,Yes,No,No,63,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),109.4,No,24,5961,,Yes
6311,3363-EWLGO,Freedom,Female,No,No,No,5,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,No,67,5252,,No
6312,4750-UKWJK,Gilroy,Female,Yes,Yes,No,37,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.6,No,77,5730,,No
6313,1689-YQBYY,Los Gatos,Female,No,No,Yes,12,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,76.6,No,61,3280,,Yes
6314,4487-ZYJZK,Los Gatos,Female,No,Yes,Yes,38,Yes,No,No,No,No,No,No,No,No,One year,No,Credit card (automatic),19.6,No,53,4623,,No
6315,2959-FENLU,Los Gatos,Female,No,No,No,9,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),85.3,No,28,5850,,Yes
6316,0708-LGSMF,Milpitas,Male,No,Yes,No,13,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,65.85,No,44,2731,,Yes
6317,7634-HLQJR,Moss Landing,Female,No,Yes,Yes,47,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.05,No,35,3260,,No
6318,0487-RPVUM,Mount Hermon,Male,No,Yes,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),99.4,No,44,5404,,Yes
6319,4079-ULGFR,Paicines,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.0,No,75,3705,,No
6320,2516-XSJKX,San Juan Bautista,Female,No,Yes,Yes,41,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,No,Electronic check,78.45,No,27,5468,,Yes
6321,0057-QBUQH,San Martin,Female,No,No,Yes,43,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Electronic check,25.1,No,59,4797,,No
6322,6599-SFQVE,Santa Clara,Female,No,No,No,6,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,55.0,No,21,2629,,Yes
6323,8331-ZXFOE,Santa Clara,Female,No,No,No,58,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),71.1,No,42,5395,,Yes
6324,4003-FUSHP,Santa Cruz,Male,No,No,No,19,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),61.55,No,60,5831,,Yes
6325,0356-ERHVT,Santa Cruz,Male,No,Yes,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),45.9,No,41,3880,,Yes
6326,7325-ENZFI,Santa Cruz,Female,No,No,No,39,No,No,DSL,Yes,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),40.3,No,77,3424,,Yes
6327,4884-ZTHVF,Santa Cruz,Female,Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.1,No,65,3950,,Yes
6328,3920-HIHMQ,Scotts Valley,Female,No,No,Yes,26,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,49.5,No,38,4196,,Yes
6329,3055-OYMSE,Saratoga,Female,Yes,No,No,53,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),73.8,No,45,6469,,Yes
6330,0613-WUXUM,Soquel,Female,No,Yes,Yes,70,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,19.2,No,53,5261,,No
6331,4458-KVRBJ,San Jose,Male,No,No,No,59,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Mailed check,25.0,No,69,5537,,No
6332,1397-XKKWR,San Jose,Male,No,No,No,7,No,No,DSL,Yes,No,Yes,No,No,No,One year,No,Mailed check,35.3,No,39,3463,,Yes
6333,8097-OMULG,San Jose,Male,No,Yes,Yes,59,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),76.75,No,24,5918,,Yes
6334,6013-BHCAW,San Jose,Male,No,Yes,Yes,61,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),81.0,No,40,4151,,Yes
6335,0401-WDBXM,San Jose,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),105.55,No,62,4331,,Yes
6336,3387-PLKUI,San Jose,Female,No,Yes,Yes,13,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,18.8,No,71,2333,,No
6337,6096-EGVTU,San Jose,Female,No,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,One year,No,Mailed check,24.9,No,62,5038,,No
6338,5081-NWSUP,San Jose,Female,No,No,No,10,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,64.9,No,62,4883,,Yes
6339,2580-ATZSQ,San Jose,Female,No,Yes,Yes,65,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),61.35,No,36,6354,,Yes
6340,8085-MSNLK,San Jose,Female,No,Yes,No,62,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,113.95,No,71,6193,,Yes
6341,9691-HKOVS,San Jose,Female,No,Yes,No,55,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,90.15,No,77,4712,,Yes
6342,9881-VCZEP,San Jose,Female,No,Yes,No,25,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,54.1,No,64,5701,,Yes
6343,8757-TFHHJ,San Jose,Male,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.8,No,24,2978,,Yes
6344,1468-DEFNC,San Jose,Male,Yes,Yes,Yes,64,Yes,Yes,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),24.4,No,68,4772,,No
6345,5119-KEPFY,San Jose,Male,No,Yes,No,36,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.0,No,64,3057,,Yes
6346,0916-KNFAJ,San Jose,Male,No,Yes,No,61,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Two year,Yes,Mailed check,69.9,No,76,5117,,Yes
6347,8319-QBEHW,San Jose,Male,No,No,Yes,26,No,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),39.95,No,74,2715,,Yes
6348,9625-QNLUX,San Jose,Male,No,Yes,Yes,68,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.25,No,22,4751,,Yes
6349,4024-CSNBY,Mount Hamilton,Female,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),94.25,No,51,6295,,Yes
6350,7110-BDTWG,San Jose,Female,No,Yes,No,71,No,No,DSL,No,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,47.05,No,76,6302,,Yes
6351,7493-GVFIO,Stockton,Male,No,No,No,57,Yes,No,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),20.55,No,48,4565,,No
6352,0690-SRQID,Stockton,Male,No,No,No,4,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,19.65,No,72,4925,,No
6353,9605-WGJVW,Stockton,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.2,No,47,2422,,Yes
6354,9114-DPSIA,Stockton,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),81.0,No,77,4237,,Yes
6355,4700-UBQMV,Stockton,Male,No,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),75.9,No,47,3503,,Yes
6356,7711-GQBZC,Stockton,Female,No,Yes,Yes,71,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),24.7,No,45,5187,,No
6357,4627-MIHJH,Stockton,Female,Yes,No,No,69,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),110.25,No,69,4948,,Yes
6358,9795-NREXC,Stockton,Female,No,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),85.0,No,56,5472,,Yes
6359,8573-CGOCC,Stockton,Male,No,No,No,16,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.75,No,55,5433,,No
6360,7356-AYNJP,Stockton,Female,No,No,No,4,Yes,Yes,No,No,No,No,No,No,No,One year,No,Electronic check,23.9,No,57,5685,,No
6361,6286-SUUWT,Arnold,Male,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,No,21,5916,,No
6362,4819-HJPIW,Avery,Male,No,No,No,18,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,25.15,No,31,2675,,Yes
6363,8654-DHAOW,Burson,Female,No,No,No,2,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,54.15,No,27,3527,,Yes
6364,5438-QMDDL,Campo Seco,Female,No,Yes,No,19,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,59.8,No,32,3652,,Yes
6365,9812-GHVRI,Clements,Female,No,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.85,No,31,4294,,Yes
6366,5553-AOINX,Copperopolis,Female,Yes,Yes,Yes,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,104.9,No,48,4892,,Yes
6367,1228-ZLNBX,Farmington,Male,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.3,No,50,2847,,Yes
6368,4226-KKDON,French Camp,Male,No,No,No,8,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,66.65,No,60,3804,,Yes
6369,3831-YCPUO,Glencoe,Female,No,Yes,Yes,72,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),109.5,No,55,6419,,Yes
6370,7445-WMRBW,Hathaway Pines,Female,No,No,No,48,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,One year,Yes,Bank transfer (automatic),73.85,No,29,4740,,Yes
6371,3308-DGHKL,Linden,Male,No,No,No,69,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),19.3,No,63,5028,,No
6372,9924-JPRMC,Lockeford,Male,No,No,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,118.2,No,55,4886,,Yes
6373,0080-EMYVY,Lodi,Female,No,No,No,14,Yes,No,DSL,No,Yes,No,No,No,No,One year,No,Credit card (automatic),51.45,No,57,4298,,Yes
6374,6218-KNUBD,Lodi,Male,No,No,No,6,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,59.45,No,54,2393,,Yes
6375,7337-CINUD,Mokelumne Hill,Female,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),19.5,No,35,5206,,No
6376,7609-NRNCA,Mountain Ranch,Female,No,No,No,17,Yes,No,No,No,No,No,No,No,No,One year,No,Mailed check,19.55,No,42,4947,,No
6377,0623-EJQEG,Murphys,Male,No,No,No,65,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,One year,No,Electronic check,93.55,No,76,5774,,Yes
6378,7153-CHRBV,San Andreas,Female,No,Yes,Yes,57,Yes,No,DSL,Yes,No,Yes,Yes,No,No,One year,Yes,Mailed check,59.3,No,38,6287,,Yes
6379,6198-PNNSZ,Valley Springs,Female,No,Yes,No,56,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),109.8,No,77,5648,,Yes
6380,3317-VLGQT,Wallace,Female,No,Yes,No,14,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,78.1,No,68,3157,,Yes
6381,4132-POCZS,West Point,Male,No,Yes,No,52,No,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,39.9,No,54,6371,,Yes
6382,5614-DNZCE,Wilseyville,Female,No,No,No,58,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),64.9,No,57,5040,,Yes
6383,3896-RCYYE,Atwater,Female,No,No,No,67,No,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),53.4,No,37,5990,,Yes
6384,9638-JIQYA,Ballico,Male,No,No,No,2,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),24.9,No,41,4033,,Yes
6385,3258-SANFR,Big Oak Flat,Male,Yes,No,No,6,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.7,No,30,4270,,Yes
6386,3726-TBHQT,Catheys Valley,Male,No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.0,No,23,5600,,Yes
6387,3190-ITQXP,Ceres,Female,No,Yes,Yes,46,Yes,No,No,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),20.25,No,58,3879,,No
6388,4833-QTJNO,Coulterville,Male,Yes,Yes,No,67,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),83.85,No,49,5261,,Yes
6389,3039-MJSLN,Cressey,Male,No,No,Yes,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),20.2,No,46,3594,,No
6390,0178-CIIKR,Crows Landing,Female,No,No,No,3,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,19.95,No,74,5949,,No
6391,5774-QPLTF,El Nido,Male,No,Yes,Yes,50,Yes,No,No,No,No,No,No,No,No,One year,Yes,Mailed check,20.35,No,71,6391,,No
6392,2322-VCZHZ,El Portal,Male,Yes,Yes,No,23,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,90.0,No,50,4999,,Yes
6393,5010-IPEAQ,Escalon,Female,No,Yes,Yes,67,No,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Credit card (automatic),54.2,No,58,5261,,Yes
6394,6383-ZTSIW,Gustine,Female,Yes,Yes,No,39,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,99.1,No,22,4599,,Yes
6395,8990-YOZLV,Hickman,Female,No,No,No,69,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,66.9,No,68,5059,,Yes
6396,3069-SSVSN,Hilmar,Female,No,No,No,1,No,No,DSL,No,No,No,No,No,No,One year,No,Mailed check,25.85,No,55,4467,,Yes
6397,5222-IMUKT,Hornitos,Male,No,No,No,32,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,91.05,No,80,2716,,Yes
6398,6685-XSHHU,Keyes,Male,No,Yes,Yes,60,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Bank transfer (automatic),20.95,No,51,4425,,No
6399,8901-UPRHR,La Grange,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),109.2,No,68,6130,,Yes
6400,0118-JPNOY,Le Grand,Female,Yes,No,No,26,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),85.8,No,46,5700,,Yes
6401,3845-FXCYS,Long Barn,Male,No,No,No,2,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,19.65,No,26,4841,,No
6402,5857-XRECV,Manteca,Female,No,No,Yes,2,Yes,No,No,No,No,No,No,No,No,One year,No,Bank transfer (automatic),20.5,No,47,4486,,No
6403,0725-CXOTM,Manteca,Female,No,No,No,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),89.65,No,68,4844,,Yes
6404,4343-EJVQB,Mariposa,Male,No,No,No,7,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,74.35,No,51,2463,,Yes
6405,9000-PLFUZ,Merced,Female,Yes,Yes,No,60,No,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),49.45,No,61,4277,,Yes
6406,3427-GGZZI,Midpines,Female,No,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,89.1,No,66,3624,,Yes
6407,7779-ORAEL,Mi Wuk Village,Male,Yes,Yes,No,45,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),75.15,No,52,5837,,Yes
6408,0644-OQMDK,Merced,Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.65,No,34,4510,,Yes
6409,3154-CFSZG,Modesto,Male,No,Yes,Yes,47,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,90.05,No,78,3291,,Yes
6410,2220-IAHLS,Modesto,Female,No,No,No,1,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),19.4,No,21,5566,,No
6411,1658-XUHBX,Modesto,Female,Yes,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),88.75,No,21,6492,,Yes
6412,2378-HTWFW,Newman,Male,Yes,No,No,35,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),91.0,No,35,5527,,Yes
6413,4377-VDHYI,Patterson,Male,No,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.8,No,80,2722,,Yes
6414,3719-TDVQB,Ripon,Female,Yes,Yes,No,54,Yes,No,No,No,No,No,No,No,No,Two year,Yes,Mailed check,18.95,No,28,5548,,No
6415,0201-MIBOL,Salida,Female,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),102.4,No,69,4861,,Yes
6416,4937-QPZPO,Snelling,Male,No,Yes,Yes,61,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,99.9,No,31,5641,,Yes
6417,2925-VDZHY,Sonora,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),88.7,No,46,4641,,Yes
6418,6981-TDRFT,Soulsbyville,Male,No,Yes,Yes,44,No,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,54.3,No,39,3423,,Yes
6419,3413-CSSTH,Stevinson,Male,No,No,No,41,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),55.7,No,26,5590,,Yes
6420,8033-VCZGH,Tracy,Male,No,Yes,No,50,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,103.95,No,42,4363,,Yes
6421,0224-NIJLP,Turlock,Male,No,Yes,Yes,8,Yes,No,No,No,No,No,No,No,No,Two year,No,Mailed check,20.15,No,32,3899,,No
6422,7542-CYDDM,Turlock,Male,No,No,No,18,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,20.05,No,22,4204,,No
6423,4718-WXBGI,Twain Harte,Male,No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),91.95,No,30,4403,,Yes
6424,8495-PRWFH,Waterford,Female,Yes,No,No,42,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,55.65,No,80,5831,,Yes
6425,0439-IFYUN,Westley,Female,Yes,No,No,18,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,74.7,No,62,3896,,Yes
6426,5716-LIBJC,Winton,Female,No,No,Yes,13,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Credit card (automatic),104.15,No,33,2810,,Yes
6427,2868-LLSKM,Yosemite National Park,Female,No,Yes,Yes,68,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Bank transfer (automatic),83.65,No,43,5958,,Yes
6428,2988-QRAJY,Santa Rosa,Male,No,No,No,69,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),110.05,No,30,5798,,Yes
6429,0071-NDAFP,Santa Rosa,Male,No,Yes,Yes,25,Yes,Yes,No,No,No,No,No,No,No,Two year,No,Credit card (automatic),25.5,No,65,5230,,No
